message,label,clean_message
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
General feedback on your website.!!!,0,general feedback website
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Received a damaged package.,1,received damaged package
My account has been hacked! please help,2,account hacked please help
Unable to login sometimes. asap,1,unable login sometimes asap
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
My delivery was delayed by two days.,1,delivery delayed two day
Payment taken multiple times!,2,payment taken multiple time
Need help with changing my address. asap,1,need help changing address asap
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Sharing a suggestion for improvement.,0,sharing suggestion improvement
General feedback on your website. asap,0,general feedback website asap
Payment confirmation is pending. asap,1,payment confirmation pending asap
Just giving feedback about the UI. asap,0,giving feedback ui asap
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Your staff was polite. kindly resolve,0,staff polite kindly resolve
Need help with changing my address. please help,1,need help changing address please help
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Coupon code is not working.!!!,1,coupon code working
I like your service. kindly resolve,0,like service kindly resolve
Sharing a suggestion for improvement.,0,sharing suggestion improvement
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Your staff was polite. asap,0,staff polite asap
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Need help with changing my address.,1,need help changing address
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Unauthorized payment from my card!!!!,2,unauthorized payment card
I like your service.!!!,0,like service
General feedback on your website.,0,general feedback website
Payment confirmation is pending.,1,payment confirmation pending
Just giving feedback about the UI. asap,0,giving feedback ui asap
Data privacy issue — my info is visible to others! please help,2,data privacy issue info visible others please help
General feedback on your website.!!!,0,general feedback website
Received a damaged package. please help,1,received damaged package please help
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Prices seem reasonable.!!!,0,price seem reasonable
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Your staff was polite. asap,0,staff polite asap
Tracking info is not updating. please help,1,tracking info updating please help
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Critical: scam activity on my profile! kindly resolve,2,critical scam activity profile kindly resolve
Payment taken multiple times! please help,2,payment taken multiple time please help
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Unauthorized payment from my card!!!!,2,unauthorized payment card
Coupon code is not working. please help,1,coupon code working please help
Prices seem reasonable.,0,price seem reasonable
Need help with changing my address.!!!,1,need help changing address
Overall experience was okay.!!!,0,overall experience okay
Payment taken multiple times! asap,2,payment taken multiple time asap
I like your service.!!!,0,like service
The app looks good. kindly resolve,0,app look good kindly resolve
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
The new update is nice.,0,new update nice
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
My account has been hacked! please help,2,account hacked please help
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
